,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A
0,5G__uMax,1.4062824978585316e-15,20.869279296203068,12.0,0.0,5.379446804584639,1.0,6.10333485744608,22.0,-66.23138215385484,23.0,5.637981653482595,24.0,7.393758782510093,25.0,5.423195672476448,26.0,5.819242055678731,27.0,5.870677780178609,28.0,5.613563610098637,29.0,7.511809024940958,30.0,5.73881015276868,31.0,5.739561759689384
1,5G__lowO2_fast_growth,7.096359297962446,0.8294448317417856,12.0,2.0,5.971049470450355,3.0,6.75531244383793,17.0,8.91436452171623,18.0,7.067034894463967,19.0,7.560710663244736,20.0,7.754371289962694,21.0,6.0378964553258925,32.0,6.744124777040208,33.0,6.8207968297641655,34.0,7.880190639878434,35.0,7.097960943493911,36.0,6.552498646370833
2,5G__lowCH4,6.5359338503273285,0.5690675556209212,8.0,4.0,6.570261252477728,5.0,7.135627715634392,6.0,7.258387563139447,7.0,7.121024322343728,8.0,6.088885488668471,9.0,5.8795496109500816,10.0,5.943867418546255,11.0,6.28986743085853,,,,,,,,
3,5G__MeOH,9.231558430923231,0.6973073611878519,7.0,12.0,9.48336709536954,13.0,9.616607812921728,14.0,9.31861236863323,15.0,8.354123397834028,16.0,8.244528602622104,37.0,10.191466596642751,38.0,9.412203142439235,,,,,,,,,,
4,5G__NoCu,6.4177761820414965,0.3066531988886693,3.0,39.0,6.082039190544159,46.0,6.683095633628943,47.0,6.488193721951387,,,,,,,,,,,,,,,,,,
5,5G__medCu,6.725045836630605,0.383251103259686,7.0,40.0,6.331208096334699,50.0,7.067258716854954,51.0,6.483309062060458,52.0,6.542887648353086,53.0,6.341257220929127,60.0,7.176530724794857,61.0,7.132869387087048,,,,,,,,,,
6,5G__highCu,5.568233419033125,0.5528431611662935,5.0,41.0,5.381076502528698,42.0,6.484117428712222,43.0,5.519278712533025,44.0,4.988316810247167,45.0,5.468377641144511,,,,,,,,,,,,,,
7,5G__lowCu,6.884037447723175,0.7243918299033082,8.0,48.0,7.597011156990569,49.0,6.834590044591616,54.0,6.154331752950243,55.0,7.352981889913607,56.0,7.493375183276022,57.0,7.608681341705774,58.0,5.9632091430129766,59.0,6.068119069344586,,,,,,,,
8,5G__highO2_slow_growth,7.120952157279072,1.4242323793080949,4.0,62.0,7.797643257291948,63.0,7.99149870593645,64.0,7.702430986595069,65.0,4.992235679292823,,,,,,,,,,,,,,,,
9,5G__NO3_lowO2_slow_growth,9.155547455443722,0.5502153633575141,4.0,66.0,8.706166257749077,67.0,8.661530843584067,68.0,9.720023650150123,69.0,9.53446907029162,,,,,,,,,,,,,,,,
10,5G__LanzaTech,4.7838941388951906,0.24717100361960515,2.0,70.0,4.958670431667298,71.0,4.609117846123083,,,,,,,,,,,,,,,,,,,,
11,5G__WithLanthanum,9.853529053581296,1.5858338997640467,5.0,72.0,7.099744023027058,78.0,10.511500451364927,79.0,9.96995110810578,82.0,10.655250547969844,83.0,11.031199137438875,,,,,,,,,,,,,,
12,5G__NoLanthanum,9.643348547950023,0.6421438635459674,5.0,73.0,8.858488806563038,80.0,9.783052214115168,81.0,9.800620402668663,84.0,10.54688261364616,85.0,9.22769870275709,,,,,,,,,,,,,,
13,5G__aa3_KO,8.74708678375716,0.9223952028615977,2.0,74.0,8.094854880879783,75.0,9.399318686634537,,,,,,,,,,,,,,,,,,,,
14,5G__crotonic_acid,7.426401367365939,0.01860508009782684,2.0,76.0,7.439557145667631,77.0,7.413245589064246,,,,,,,,,,,,,,,,,,,,
